Sentence	label
KGF chaffer 2 beda bare baku	Not-Hope
Song is amazing	Not-Hope
Thank you Akhillanna	Not-Hope
ರಶ್ಮಿಕಾ ಮಂದಣ್ಣಳಿಗೆ ದೆಂ	Hope
Like madi link share madi	Not-Hope
Sara super Nivu holleya kalaviddaru Sara Nivu nuraru varusa chanagiri	Hope
@Creative Kannadiga ನೀವು nಸ್ಮೆಲ್ ನವೀನ. nಉಸು ಹಿರೇಮಠ್nಭಿಕಾರಿ ಫಿಲಿಪ್ಸ್nಬಿಂದು ಬೀಡಾnಇವರ ಗೋಳಾಟವನ್ನ ವಿಡಿಯೋ ಅಲ್ಲಿ ತೋರಿಸಿಲ್ಲ..	Not-Hope
Sir ಗೊತ್ತು sir ಈ video ಮಾಡಿ 1ವಾರ ಆಗಿದೆ ಅದುನ್ನ ಮೊದ್ಲು ನೋಡಿ sir	Not-Hope
Yavdu nodtidira adar bagge aste Madi adu bittu avara fan ivara fan ninda all the best anta bogalbedi	Not-Hope
Next scene saanvi	Not-Hope
Super anno	Not-Hope
Sir nanu china apps na delete ಮಾಡಿದೀನಿ sir	Not-Hope
Super duper lyrics	Hope
Yappa huchhu hidustide.....asn.....awesom	Not-Hope
super sir ....	Not-Hope
Kannada da History  avane srimannarayana	Hope
Idu cheritre shrustiso avatara	Hope
@VARAPRASAD K K nimmayyi tulla hattava	Not-Hope
Super  maga	Not-Hope
Super song broo	Not-Hope
Yaav movie flop andri?	Not-Hope
ಚಿನಾ ಎನನಾ ಉತ್ಪಾದನೆ  ಮಾಡಲಿ ನಿನು ನಿನದೇಶ ಉತ್ಪಾದನೆ ಮಾಡಿದ ವಸ್ತುಗಳು ಉಪಯೊಗಿಸು  ನಮ್ಮ ಗಿಂತ ದೊಡ್ಡದೆನು ಅಲ್ಲ  ಭಾರತೀಯರನ್ನು  ನಿನ್ನ ಅತಿ ಬುದಿವಂತಿಕೆಯಿಂದ ಕಿಂಚಪರಿಚಬೆಡ	Not-Hope
Adu support irodarinda	Not-Hope
@Alok Khr nobal price	Hope
@shivaraj shivu Mathe Yavaglu Telugu Ge  yake saitare alllli erorela?	Not-Hope
ಚಿಂದಿ movie ಗುರು	Not-Hope
Video noddor like kodro	Not-Hope
ನಿಜವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ.. ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಾರಾಯಣ	Hope
Crazy  guru ninu	Not-Hope
Share link maximum	Not-Hope
ಹಾಡು ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬರೆದಿದ್ದೀರಿnಹಾಡಿಗೆ ಸಂಗೀತ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆnಹಾಗಾಗಿ ಈ ಹಾಡು ಕೇಳಿದಾಗ ತುಂಬಾನೇ ಖುಷಿ ಆಯ್ತು	Hope
Super sir..	Hope
Abaa yen song guruu.... Fabulous bgm hollywood range le ayte guru	Not-Hope
Pride of Karnataka & Kannada	Hope
ನಕ್ಕನ್ ಹಾಕ್ರೋ ಸ್ಟೆಪ್ಪು.....tik tok internet access madtilla ..	Hope
Konegu Rakshith shety kainal Dance madsok AVNE barbrkitu nYaaaaravnu ~~~~~~~ #ASN	Not-Hope
Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane	Not-Hope
ಮೂಢ ನಂಬಿಕೆ ಇರುವವರೆಗೂ ನಮ್ಮ ದೇಶ ಉದ್ದಾರ ಹಾಗಲ್ಲ	Hope
Ista aythu chhannagide	Hope
Yavaga Release agutte shetre	Not-Hope
@vinoddevadiga Jogimane okay	Not-Hope
ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಅವರು ಕ್ಲಾಸ್ ಗಿಂತ ಮಾಸ್ ಸೂಪರ್ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ	Not-Hope
Nanna ballya jivana nenap aytu thanks aswini adio	Not-Hope
Tqsm bro	Hope
Idu beku ivatthu full happy agidivi bro  osm	Hope
ಸೂಪರ್ ಬ್ರದರ್.. tiktaak ಸೂಳೆಮಕ್ಕಳಿಗೆ ಒಳ್ಳೆಯ ಟಾಂಗ್ ಕೊಟ್ಟಿರಿ	Not-Hope
ಇದರಲು ಅಂಗ್ಲ ಇದೆ	Not-Hope
Super..... Hands up....	Not-Hope
ಏನ ಕೊಟ್ಟಿದ್ದೀಯ ಗುರು ಯೇಪ್ಪ ನಾನು ಏನ ಏನ ಬೈಬೇಕಿತು ಅದನ್ ಎಲ್ಲ ಬೈದಿದಿಯ ದೇವುಡ್ ಈವಲಾ ಅಮ್ಮನ ಎಲ್ಲರ ಘು ಸರಿ ಯಾಗಿ ಕೊಟ್ಟಿಡಿಯ ನಾನು ಅಂತೂ ನಿಂಗೆ ದೊಡ್ಡ ಅಭಿಮಾನಿ ಆಗಿ ಬಿಟ್ಟೆ	Not-Hope
Vijay prakash sir	Not-Hope
ತುಂಬಾ ತ್ರಿಲಿಂಗ್ ಇರೋ ಹಾಗೆ ಇದೆ ಬೇಗ ರೇಲಿಜ ಮಾಡಿ	Not-Hope
Super super super super  song	Hope
Tumba olle vishya tilsidira geleya ellaru prayatna madona	Hope
Sir u r amazing	Hope
Hands up like madi	Not-Hope
ಸಂದರವಾದ ಕಲ್ಪನೆಯ ಕಥೆ 'ತೊಗರಿ ತಿಪ್ಪ'	Hope
Nice song Sri super  superhit	Not-Hope
ಏನ್ ಹೇಳಿದಿ ಗುರೂ.. ಸೂಪರ್ ಬಾಸ್n...	Hope
Kannada intha Telugu Alli song Chang idhe	Not-Hope
Nijavaaglu adbhutha film plz encourage Kannada movie	Hope
supar togari tippa	Hope
Urkond Sai beku	Not-Hope
Sai Kumar diolauge anthu benki bro	Hope
Yamma..kivili raktha barthide supper guroo	Not-Hope
Namma karaavali enta enta actors galanna kannada cinemage needide gotta!?upendra	Hope
@Nandi Parthasarathi ನಿ ಸೂಳೆ	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Slow poison song annoru like maadi	Not-Hope
Next song yavaga release madtira nWaiting🤗	Hope
Tiktok ban agirodrida tiktok madtidrala avr family avrig kushi agirute tumba deena ivr mada nodi sakagitu	Hope
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ	Not-Hope
K G F Ka Baap.......!!	Not-Hope
ಯಾರಾದ್ರೂ ಲಿರಿಕ್ಸ್ ಓದಿದ್ರೆ ಈ ಹಾಡಿನ ಒಳಾರ್ಥ ತಿಳಿಯೋಕೆ ಎಷ್ಟು ಕಷ್ಟ ಇದೆ ಅಂತ ತಿಳಿದಿರುತ್ತೆ...ಅದು ಈ ಹಾಡಿನ twist	Not-Hope
Actually iedu iedu channagirodu	Hope
Tik Tok Ban Madrappa India Dalli	Not-Hope
Yelru onde hindu Muslim anta dived madbedi	Hope
ಎನ್ making ಗುರು	Not-Hope
Super song 🥰🥰	Hope
ಸ್ಯಾಂಡಲ್ ವುಡ್ ನ ಹೊಸ ಅವತಾರnಶ್ರೀ ಮನ್ನಾರಾಯಣ ಯಶಸ್ವಿಯಾಗಲಿnಕಿಚ್ಚ ಸುದೀಪ್ ಸೇನಾ ನಾಲತವಾಡnವಿಜಯಪುರ ಜಿಲ್ಲೆ	Hope
Super Song...	Not-Hope
I have listened 1st time ok ok	Not-Hope
Huchha Venkatsene west Indies... Al the best asn...	Not-Hope
@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲ್ ಕೊಡೆ	Not-Hope
Movie is ossum	Not-Hope
two dislikes I think it may be rashmika and devarakonda	Not-Hope
No bro y u asking  sorry	Not-Hope
Song starting English quote tegdu kannada dalle iddiddre chennagirtittu	Hope
Hindi me kab release karo ge	Hope
Rakshith is copy paste star full remake madalla alli alli copy madatane	Not-Hope
Vijay prakash sir super voice	Not-Hope
Guru ashwattama na jote Avr Appa kuda bandidru nam urge gottilvaa nimge Krishna kuda sikkiddaa	Not-Hope
Olle msg bro..... Sakath agi helidira.....	Hope
Bindu medam miss youuuuuu	Not-Hope
Yes Nam ura hudgange mosa Madi hodlu ..amele Nam Karnataka kk avmana madidlu avlige yakadru hode ansbeku	Not-Hope
ಎರಡೂ ಮಿಲಿಯನ್ ಆದಮೇಲೆ ಯಾರ್ಯಾರು ನೋಡ್ತಾ ಇದೀರ ಲೈಕ್ ಮಾಡಿ	Not-Hope
ತುಂಬಾ ಗತ್ತು ಇರುವ ಹಾಡು ಇದು.. ಒಂದೆರಡು ಸಲ ಕೇಳಿದ್ರೆ ಈ ಹಾಡಿಗೆ ಅಡಿಕ್ಷನ್ ಆಗೋದೇ.. ಒಂದ್ಸಲ ಕೇಳ್ಬೇಡಿ ಈ ಹಾಡು ಚೆನ್ನಾಗಿದೆ	Hope
Dislikers are not real kannadigas	Not-Hope
Ur super sir..but ಒಂದ hit movi kodi sir navu adakoskara kaetidivi....	Not-Hope
Ninige bere kelsa ilvaa madoke	Not-Hope
ಗೊತ್ತಿಲ್ಲ ರಕ್ಷಿತ್ ಶೆಟ್ರು ನಟನೆಗೆ ನಾನು ಫಿದಾ .. ಬಾಸ್ waiting for ಮೂವಿ.... ಚರಿತ್ರೆ ಬರೆಯೋ ಎಲ್ಲ ಲಕ್ಷಣ ಇದೆ.. All The best your bright ಫ್ಯೂಚರ್	Hope
@kiran cg avaru Hyderabad Alli irodu anta heliddu.hyderabad Karnataka region anta helilla	Not-Hope
Manju. D. Uttangi	Not-Hope
Hats of Shankar Ashvath Sir.nimma e swabimaanada jeevana Sukakarawaagi Saagali.	Not-Hope
ಬೆಂಕಿ ಗುರು ಸೂಪರ್	Hope
Yavd yavd movie ge hogi dud kharch madidvi...bejaragi hogad bittivi...dia movie mobile li nodid mele theater nali nodbeku anstide...	Not-Hope
ನಮ್ಮ ದರ್ಶನ್ ಸರ್ ಪ್ರೆಸ್ ಮೀಟಲ್ಲಿ ಹೇಳಿದರು ಇಂಥ ಸಿನಿಮಾಗಳನ್ನು ನೋಡಬೇಕು ಅಂತ ಕಂಡಿ ವಾಗಿಯೂ ಸಿನಿಮಾ ನೋಡುತ್ತೇವೆ ದರ್ಶನ ಅಣ್ಣ	Hope
ಅದ್ಬುತ nಅತ್ಯದ್ಭುತ nಇದ್ ಫಿಲಂ ಅಂದ್ರೇ nಬಟ್ ನಮ್ಮವ್ರು ಗೆಲ್ಲಿಸಲ್ಲಾ	Hope
ತೂಗರಿ ತಿಪ್ಪ ಉತ್ತರ ಕರ್ನಾಟಕ ಜಾನಪದ ಹಾಸ್ಯಮಯವಾದ ಕಥೆ ತುಂಬಾ ಅದ್ಬುತವಾದದ್ದು	Hope
Why you only tik tok anno akka sumne erma ni	Not-Hope
1999 ರಲ್ಲಿ ನಡೆದ ಘಟನೆಯನ್ನು ಕೇಳಿ ತಿಳಿದು ನೋಡಿ ಅವಗ ನೀಮಗೆ ತಿಳಿಯುತ್ತದೆ ನಮ್ಮ ದೇಶದ ಅಭಿಮಾನ ಆವಾಗ ನೀವು TikTOK  ನ್ನು ಅವಾಗಲೆ ತೆಗೆದು ಹಾಕೂತಿರಿ ಇದು ನನ್ನ ಬಾಲ್ಯದ ನೆನಪು	Not-Hope
Supar sangs ..	Not-Hope
Youtube channel nalli ASN release promos upload madi sir	Not-Hope
Crazy Song one more dance number............nSonge ee rangege ide andre innu movie kelbeka......	Hope
Guru nin super guru osm voice guru nindu	Not-Hope
Marketing swalpa bekittu ansutte	Not-Hope
Sir promotions madiii ii sir bereeee language alii kannadada alii yalakadee ilaa andree thumba negative point aguteee dayavittu promotions madiiiii	Not-Hope
@prithvi nayak lo ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ ಬಕೆಟ್ ಹಿಡಿದಿಲ್ಲ ಬಿಡೋ ನಮ್ ಬಾಸ್.... ಸೈಡ್ ಆರ್ಟಿಸ್ಟ್ ಇನ್ ಸೈರಾ &ದಬಾಂಗ್ 3 ಅದ್ರಲ್ಲೂ ಹೆವಿ buildupಲುಚಂದು..... ಸೈಡ್ ರೋಲ್ ಬಾಡಿ ನೇ ಇಲ್ಲಾ ಪೈಲ್ವಾನ್ ಅಂತಾ ಹೆಸರು ಬೇರೆ ಅಸ್ಥಿಪಂಜರ ಅಂತಾ ಹೇಳ್ಬೇಕು.... ಯಾವ್ ಥಿಯೇಟರ್ ಅಲ್ಲೀ ಇಲ್ಲಾ ಗುರು ಪೈಲ್ವಾನ್ 100 ಡೇಸ್ ಕೂಡ ಆಗಿಲ್ಲ utter	Not-Hope
ಈ ಟ್ರೈಲರ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಕೆರಿಯರ್ ನ ಬೆಸ್ಟ್ ಟ್ರೈಲರ್ ಒಳ್ಳೆಯದಾಗಲಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಅಪ್ಪು ಬಾಸ್ ಫ್ಯಾನ್ಸ್	Hope
Boss nivu ultimate	Not-Hope
@Reginald Kelly ಲೆ ತುಕಾಲಿ ನಿನ್ನ ಸಂಸ್ಕೃತಿ ತೋರಿಸುತ್ತೆ ನಿನ್ನ ಎಷ್ಟು ಕಚಡ ಅಂತ	Not-Hope
Well said part 2 madu chinna.. chanagide	Not-Hope
Avnige ella language matadoke barutta	Not-Hope
niddeburak thumba ne strong iddane guru	Not-Hope
Super song guru	Not-Hope
@CHNADU Ganeshakar hlo ಹೇಳಪ್ಪ ಇದಿನಿ	Not-Hope
Estella matadonu elli matadodkintta border ge hogi matado maraya	Hope
Lo troll madtadyalla nin us mado mobile ysvdo	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ASN release in nKannada-Dec 27nTelugu-Jan 1stnTamil& Malayalam-Jan 3rdnHindi-jan16thnnAstaralli Ella mobile nalli nodi Mugsirtaare aaga release Maadi Aden record Create maadtaro?n300 koti Beku anta Tweet maadidre saaladu ondu cinemana Janagalige Yav reethi Talupisodu anta gottirbeku.... Kurukshetra ide reethi Promotion ilde haalagi hoytu...Innoo idunnoo hange maadtidaare	Hope
I like dis song i not like k .g .f	Not-Hope
Raksihth settru super..............dooper..	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ನಮಸ್ಕಾರಗಳು ಗುರುಗಳೇ	Hope
Namma kannada chitra ranga evrge olle avakasha galna kodli antha kelkotini	Hope
Fan war shuru madbeda guru	Not-Hope
Sema Padam nnFantastic making	Not-Hope
Togari tippa super	Hope
le gubad..... likes inda aden sigutto nimgella..... olle bhikshukara thara like maadi like maadi andkondu.....	Not-Hope
Edu public mistake alla bidi evara mistake edu.one week ga 11 films release adre jana yavdanta nododu.Its totally mistake of film makers planning	Not-Hope
Nijana edhu	Not-Hope
ನಾನು ಸುಮಾರು ಈ ಹಾಡನ್ನು ಹದಿನೈದು ಬಾರಿ ನೋಡಿದ್ದೇನೆ ಯಾಕೆ ಗೊತ್ತಿಲ್ಲ ಇನ್ನು ನೋಡಬೇಕು ನೋಡಬೇಕು ಅನಿಸುತ್ತದೆ... ಅದೇತರ ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ಬಾರಿ ನೋಡುತ್ತಲೇ ಇರುವವರು ಲೈಕ್ ಮಾಡಿ	Hope
Yes yes yes🤟	Not-Hope
ಸಾಹಿತ್ಯ ತುಂಬಾ ಚನ್ನಾಗಿದೆ. Dance ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. Bgm ಕೂಡ ಚನ್ನಾಗಿದೆ..	Not-Hope
ಒಂದೊಂದು ಮಾತು ಚಪ್ಪಲಿ  ಹೊಡೆದಂತೆ ಇತ್ತು ಗುರು ಒಬ್ಬೊಬ್ರು ನೋಡಬೇಕಿತ್ತು ಸರ್ ಚೀನಾಗೆ ಹುಟ್ಟಿರುವ ತರಹ ಆಡುತ್ತಾರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಷ್ಟು ಜನ ಸೈನಿಕರು  ಸಾಯ್ತಾರೆ ಅವರಿಗೆ ಏನಾಗಬೇಕು ಟಿಕ್ ಟಾಕ್ ಲೈಕ್ ಬಂದ್ರೆ ಸಾಕು ನನ್ನ ಕಮೆಂಟ್ ಅಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮಿಸಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ	Hope
Sir mobile gala bage video madi bro	Not-Hope
@Vishal Shetty BOSS na nodi urkobeku aste yenu nithkolake agalla	Not-Hope
ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು	Hope
Sathya na guru??	Not-Hope
Tamil telugu and malayalam song galalli  rakshith and yash avarige compare madidira	Not-Hope
Bro e tiktok madovrna modlu thuldu sayisbeku ...nBari bildup kodo sedegale erodu bvrc galu	Not-Hope
@Troll Stupid Fans ley gaandu soole magane modlu ninnathra adu idiya antha nodkolo hodiyoke bandu hodsokondanthu hogthiya	Not-Hope
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ nಶುಭ ಆರೈಕೆ	Hope
ಏನು ಗುರು ನೀನು .... ಹಾಲಿವುಡ್ ಫಿಲ್ಮ್ ಥರ ಮಾಡಿರ .... ನಿಮ್ಗೆ ಒಂದ್ ಸಲಾಂ	Not-Hope
Superr bhaii songs	Not-Hope
Yudda madabeku oda baradu katukaramunde bagavatgeete fire	Hope
ಸುಂದರವಾದ ಹಾಸ್ಯ ಕಥೆ	Not-Hope
ಚೀನಾದ ಭವಿಷ್ಯ ಕ್ಕಾಗಿ ಸ್ಥಿರ ಆಡಳಿತಕ್ಕಾಗಿ ಜಿನ್ ಪಿಂಗ್ ರನ್ನು ಜೀವಮಾನದ ವರೆಗೆ ಅಧ್ಯಕ್ಷ ರಾಗಿ ಆಯ್ಕೆ ಆಗಿದ್ದಾರೆ. ಆದರೆ ಭಾರತ ದಲ್ಲಿ ಪ್ರತಿ ವರ್ಷ ಒಂದಿಲ್ಲೊಂದು ಚುನಾವಣೆ ಗಳು ಇರ್ತಾವೆ ಈ election ಗೆಲ್ಲೊಕೇ ಹೊಲಸು ರಾಜಕೀಯ ನಾಯಕರ ( ಹಂದಿಗಳು)  ಹರಾಚಾಟ ಜಾತಿ ಧರ್ಮ ಬ್ರಷ್ಟಾಚಾರ ಅಧಿಕಾರ ದಾಹ  ಸುಳ್ಳುಗಳು ಕೆಸರು ಎರೆಚಾಟ ಇಂತ ಹೊಲಸು ರಾಜಕೀಯ ವನ್ನೇ 24*7 ಬ್ರೇಕಿಂಗ್ ನ್ಯೂಸ್ ಆಗಿ ತೋರಿಸೋ ಮೂರು ಬಿಟ್ಟು ಬಾಯಿ ಬಡುಕೊಳ್ಳೋ news ಚಾನೆಲ್ ಗಳು..... ಇದು ನಮ್ ಗೋಳು ಗಳು nಇದರ ಮಧ್ಯ ಜನ ಸಮಾನ್ಯನಿಗೆ ಶಿಕ್ಷಣ ಆರೋಗ್ಯ ಉದ್ಯೋಗ ಒಳ್ಳೆ ಪರಿಸರ ಬರಿ ಕನಸು.... nಇನ್ನೂ social ಮಿಡಿಯಾ ದಲ್ಲಿ ಭಾರತ ವಿಶ್ವ ಗುರು	Hope
I never expect a Kannadiga troll like. I am Impressed so I liked it. Keep rocking. jai hind jai karnataka	Hope
ಸರಿಯಾದ planning ಇರಬೇಕು. ನಮ್ಮ ರಾಜ್ಯದವರು  Business ನಲ್ಲಿ improve ಆಗ್ಬೇಕು.	Not-Hope
Dislike madiroru kgf fans ..	Not-Hope
Supr bro aadhh yen kannadaa aaadhh yen punch waaaaa supr bro	Hope
ಸರ್ ಹಿಂದಿ song ಬೇಗ ಬಿಡಿ	Not-Hope
your grat  sar.  Aldha best	Not-Hope
Ajanish Loknath en music kottiddiya ಗುರು ಚಿಂದಿ	Hope
sanjukuamar chatnale ಲಷಣ	Not-Hope
Cinema sakkathagide guru	Not-Hope
ತುಂಬಾ ಹಾಸ್ಯಮಯವಾಗಿದೆ. ಅತ್ತೆ ಮನೆಯಲ್ಲಿನ ಹುಗ್ಗಿ ಉಣ್ಣುವ ಪ್ರಸಂಗ ತುಂಬಾ ನಗು ತರಿಸಿತು.	Not-Hope
Just wow	Not-Hope
ನಾರಾಯಣ ಬಂದ ದಾರಿ ಬಿಡಿ	Not-Hope
@prithvi nayak nin Amman thullu sulemagne gaandu	Not-Hope
@Revan kumar khare heldi🤣	Not-Hope
ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Hope
ಬಸವರಾಜ ಕೆಂಚರಡ್ಡಿ super	Hope
Yav movie remake hethidira sir	Not-Hope
Dislike madiroeu pakka Hollywood heroine fans	Not-Hope
@Royal Rumble story ge ee song relevantag idya...nEe song bekagitta anta...	Not-Hope
Genuine information nimdhu	Hope
@syed Noor Noori sdi ಧನ್ಯವಾದಗಳು	Not-Hope
Movie release aadmele matte pickup aaguthe	Not-Hope
Nice super ತೊಗರಿ ತಿಪ್ಪ	Hope
ರಾಬರ್ಟ್ ಫಸ್ಟ್ ಲುಕ್  ನೋಡಿದ್ದೀರಾ ಲೈಕ್ ಮಾಡಿ	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Telugu comments copy madbutta 🤦‍	Not-Hope
Guru nin voice en guru adu ha ha bombat__ series agi ond heltini nanage enadru nim videos inda nakku nakku hotte novu bandre neeve javabdari helidini	Hope
@king k ....ಎಲ್ಲಾ ರಾಜಕಾರಣಿಗಳು ಕಳ್ಳರೆ.... ಇದ್ದುದರಲ್ಲಿ ಬಿಜೆಪಿ ಯವರು ಕಡಿಮೆ ಕಳ್ಳರು....	Not-Hope
@king k ...ಕರ್ನಾಟಕದಲ್ಲಿ ಅತ್ಯಂತ ಭ್ರಷ್ಟರು ಅಂದ್ರೆ ಜೆಡಿಸ್...ಮತ್ತು ಕಾಂಗ್ರೆಸ್.....ಇವರು ನಿಪುಣರು ...ಹಾಗಾಗಿ ಇವರು ತಪ್ಪಿಸಿಕೊಳ್ತಾರೆ......ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳದೆ ಮಾತಾಡಬೇಡ.....	Not-Hope
Adhi... Sprb acting. Olle avakashagalu sigli nimge. Idi team gu olled agli	Not-Hope
Super Comedy togari tippa	Not-Hope
ತೊಗರಿ ತಿಪ್ಪ ಸ್ಟೋರಿ ಹಿಂದೆ ಟೇಪ್ ರೆಕಾರ್ಡನಲ್ಲಿ ಕ್ಯಾಸೆಟ್ ಹಾಕಿ ಕೇಳಿದ ನೆನಪನ್ನು ಮರುಕಳಿಸಿದ ಅಶ್ವೀನಿ ಆಡಿಯೋದವರಿಗೆ ಧನ್ಯವಾದಗಳು...	Hope
ಪವರ್ ಸ್ಟಾರ್ ಪುನೀತ್ ರಾಜಕುಮಾರ್ ಅಭಿಮಾನಿಗಳಿಂದ all tha best	Not-Hope
Le tiktok hudugira yella pubg banni  AWM M4 use madodu hege anta helkodtini	Not-Hope
China avru nan shata	Not-Hope
ಜಡ್ ಜಡ್ ನಕ್ಕ...	Not-Hope
Thappu ella nima kelavodu dailog druva sarja thara ede sprrrr	Not-Hope
Bro game name	Not-Hope
all da best	Not-Hope
Super bro ....super	Hope
My favorite song	Not-Hope
Rama Rama tusu daksha vrutha jaaripa	Not-Hope
@Scorpion Studios  nನಮಸ್ಕಾರ 🤣🤣	Not-Hope
Super video	Hope
Yake avru uninstall madak hinde munde  nodtidare  andre.   Avrige  amount bartide  ansutte tiktok enda	Not-Hope
Idu charitre shrustiso avatara @ RAKSHIT SHETTY	Hope
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಸೂಪರ್ ಗುರು	Not-Hope
ಸರ್ ನೀವು ಯಾಕೆ automatic ಕಾರ್ ತೊಗೋಬಾರ್ದು	Not-Hope
Bro tiktok ban agilla anta helta idare nija na	Not-Hope
Bahusha nanna jeevana kooda nimma dariyalle naditha ide sir hat's off sir nimma swabhimaanakke	Hope
Sir nimma thumbnail sari illanNaanu ee film nodoke try madtiddini aadre bengaluralli ella kade 10	Not-Hope
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ... nಅವನೆ ಶ್ರೀಮನ್ನಾ ನಾರಾಯಣ	Hope
Yen film  guru super	Hope
Kannada industry dodd actors ge tagolri film ge bere industry yavarna jasti dudd kott karkond bartira. ellargu shame annsalva ede muttkond heli entavar est Jana idaare	Hope
ಮೋಸ ಮಾಡಿ ಹೋಗುವ ಹುಡುಗಿರಿಗೆ ಇದೇ ತರ ಬುದ್ದಿ ಕಲಿಸಬೇಕು .....#Rakshithsheety come back ....	Not-Hope
