,Sentence,label
4300,ಸರ್.. ನಾನು ಪ್ರೊ॥ ಶಂಭು ಬಳಿಗಾರ ಅವರ ಅಭಿಮಾನಿ.. ನಾನು ಅವರ ಇ ೬ ಆಡಿಯೋಗಳನ್ನು ಸುಮಾರು ೧೦೦೦ ಕ್ಕಿಂತಲೂ ಹೆಚ್ಚು ಬಾರಿ ಕೇಳಿದ್ದೀನಿ.. nಕೆರೆಗೆ ಹಾರ..nಗೋಧಿ ಹುಗ್ಗಿ ಗಂಗಯ್ಯ..nತೊಗರಿ ತಿಪ್ಪ-೧..nತೊಗರಿ ತಿಪ್ಪ-೨..nಹಾಲುಂಡ ತವರು..nನುಚ್ಚಿನ ಮಲ್ಲಯ್ಯ..nnಸರ್.. ನೀವು ನಿರೂಪಿಸಿರುವ ಮತ್ತೆ ಯಾವ ಯಾವ ರಚನೆಗಳಿವೆ.. ದಯವಿಟ್ಟು ತಿಳಿಸಿ ಸರ್.,Hope
1536,@Mahesh Babu ninu Kalasipalya Sule fan alwa,Not-Hope
3184,Oooo super sir,Hope
1590,@twisted formals yake urita edeya nivu dagar fans anta nim culture ende gottu agute modlu sariyagi mat adu magne modle Gulbarga mandi navu start madre ninu eral nin avvun tullu clean madsu,Not-Hope
6214,Super  bro,Hope
4864,Fans wars bittu Nam Kannada films belibeku annoru like madi..,Not-Hope
3054,Please upload Full movie original bgm,Not-Hope
6301,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ nಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ,Hope
1353,Super....bGOOD d boss's .like hear,Not-Hope
7497,yen guru nam kannada film industry na yellaru seri bere level ge tagondu hogthaa iddare... superb music,Not-Hope
4734,KGF chaffer 2 beda bare baku,Not-Hope
6883,Song is amazing,Not-Hope
6507,Thank you Akhillanna,Not-Hope
2078,ರಶ್ಮಿಕಾ ಮಂದಣ್ಣಳಿಗೆ ದೆಂ,Hope
358,Like madi link share madi,Not-Hope
4217,Sara super Nivu holleya kalaviddaru Sara Nivu nuraru varusa chanagiri,Hope
972,@Creative Kannadiga ನೀವು nಸ್ಮೆಲ್ ನವೀನ. nಉಸು ಹಿರೇಮಠ್nಭಿಕಾರಿ ಫಿಲಿಪ್ಸ್nಬಿಂದು ಬೀಡಾnಇವರ ಗೋಳಾಟವನ್ನ ವಿಡಿಯೋ ಅಲ್ಲಿ ತೋರಿಸಿಲ್ಲ..,Not-Hope
18,Sir ಗೊತ್ತು sir ಈ video ಮಾಡಿ 1ವಾರ ಆಗಿದೆ ಅದುನ್ನ ಮೊದ್ಲು ನೋಡಿ sir,Not-Hope
315,Yavdu nodtidira adar bagge aste Madi adu bittu avara fan ivara fan ninda all the best anta bogalbedi,Not-Hope
7472,Next scene saanvi,Not-Hope
5985,Super anno,Not-Hope
68,Sir nanu china apps na delete ಮಾಡಿದೀನಿ sir,Not-Hope
1336,Super duper lyrics,Hope
6795,Yappa huchhu hidustide.....asn.....awesom,Not-Hope
170,super sir ....,Not-Hope
2550,Kannada da History  avane srimannarayana,Hope
7570,Idu cheritre shrustiso avatara,Hope
2971,@VARAPRASAD K K nimmayyi tulla hattava,Not-Hope
2706,Super  maga,Not-Hope
978,Super song broo,Not-Hope
2428,Yaav movie flop andri?,Not-Hope
3782,ಚಿನಾ ಎನನಾ ಉತ್ಪಾದನೆ  ಮಾಡಲಿ ನಿನು ನಿನದೇಶ ಉತ್ಪಾದನೆ ಮಾಡಿದ ವಸ್ತುಗಳು ಉಪಯೊಗಿಸು  ನಮ್ಮ ಗಿಂತ ದೊಡ್ಡದೆನು ಅಲ್ಲ  ಭಾರತೀಯರನ್ನು  ನಿನ್ನ ಅತಿ ಬುದಿವಂತಿಕೆಯಿಂದ ಕಿಂಚಪರಿಚಬೆಡ,Not-Hope
5421,Adu support irodarinda,Not-Hope
3340,@Alok Khr nobal price,Hope
2438,@shivaraj shivu Mathe Yavaglu Telugu Ge  yake saitare alllli erorela?,Not-Hope
7267,ಚಿಂದಿ movie ಗುರು,Not-Hope
6946,Video noddor like kodro,Not-Hope
1653,ನಿಜವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ.. ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಾರಾಯಣ,Hope
33,Crazy  guru ninu,Not-Hope
3272,Share link maximum,Not-Hope
3656,ಹಾಡು ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬರೆದಿದ್ದೀರಿnಹಾಡಿಗೆ ಸಂಗೀತ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆnಹಾಗಾಗಿ ಈ ಹಾಡು ಕೇಳಿದಾಗ ತುಂಬಾನೇ ಖುಷಿ ಆಯ್ತು,Hope
1713,Super sir..,Hope
2264,Abaa yen song guruu.... Fabulous bgm hollywood range le ayte guru,Not-Hope
2095,Pride of Karnataka & Kannada,Hope
976,ನಕ್ಕನ್ ಹಾಕ್ರೋ ಸ್ಟೆಪ್ಪು.....tik tok internet access madtilla ..,Hope
1385,Konegu Rakshith shety kainal Dance madsok AVNE barbrkitu nYaaaaravnu ~~~~~~~ #ASN,Not-Hope
1882,Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane,Not-Hope
7406,ಮೂಢ ನಂಬಿಕೆ ಇರುವವರೆಗೂ ನಮ್ಮ ದೇಶ ಉದ್ದಾರ ಹಾಗಲ್ಲ,Hope
197,Ista aythu chhannagide,Hope
2934,Yavaga Release agutte shetre,Not-Hope
6767,@vinoddevadiga Jogimane okay,Not-Hope
1419,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಅವರು ಕ್ಲಾಸ್ ಗಿಂತ ಮಾಸ್ ಸೂಪರ್ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,Not-Hope
670,Nanna ballya jivana nenap aytu thanks aswini adio,Not-Hope
6082,Tqsm bro,Hope
2727,Idu beku ivatthu full happy agidivi bro  osm,Hope
957,ಸೂಪರ್ ಬ್ರದರ್.. tiktaak ಸೂಳೆಮಕ್ಕಳಿಗೆ ಒಳ್ಳೆಯ ಟಾಂಗ್ ಕೊಟ್ಟಿರಿ,Not-Hope
3990,ಇದರಲು ಅಂಗ್ಲ ಇದೆ,Not-Hope
7369,Super..... Hands up....,Not-Hope
6044,ಏನ ಕೊಟ್ಟಿದ್ದೀಯ ಗುರು ಯೇಪ್ಪ ನಾನು ಏನ ಏನ ಬೈಬೇಕಿತು ಅದನ್ ಎಲ್ಲ ಬೈದಿದಿಯ ದೇವುಡ್ ಈವಲಾ ಅಮ್ಮನ ಎಲ್ಲರ ಘು ಸರಿ ಯಾಗಿ ಕೊಟ್ಟಿಡಿಯ ನಾನು ಅಂತೂ ನಿಂಗೆ ದೊಡ್ಡ ಅಭಿಮಾನಿ ಆಗಿ ಬಿಟ್ಟೆ,Not-Hope
6597,Vijay prakash sir,Not-Hope
587,ತುಂಬಾ ತ್ರಿಲಿಂಗ್ ಇರೋ ಹಾಗೆ ಇದೆ ಬೇಗ ರೇಲಿಜ ಮಾಡಿ,Not-Hope
7275,Super super super super  song,Hope
4406,Tumba olle vishya tilsidira geleya ellaru prayatna madona,Hope
185,Sir u r amazing,Hope
2690,Hands up like madi,Not-Hope
5053,ಸಂದರವಾದ ಕಲ್ಪನೆಯ ಕಥೆ 'ತೊಗರಿ ತಿಪ್ಪ',Hope
3013,Nice song Sri super  superhit,Not-Hope
7038,ಏನ್ ಹೇಳಿದಿ ಗುರೂ.. ಸೂಪರ್ ಬಾಸ್n...,Hope
7345,Kannada intha Telugu Alli song Chang idhe,Not-Hope
458,Nijavaaglu adbhutha film plz encourage Kannada movie,Hope
4973,supar togari tippa,Hope
4823,Urkond Sai beku,Not-Hope
5348,Sai Kumar diolauge anthu benki bro,Hope
1265,Yamma..kivili raktha barthide supper guroo,Not-Hope
2566,Namma karaavali enta enta actors galanna kannada cinemage needide gotta!?upendra,Hope
1081,@Nandi Parthasarathi ನಿ ಸೂಳೆ,Not-Hope
4890,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
6968,Slow poison song annoru like maadi,Not-Hope
4652,Next song yavaga release madtira nWaiting🤗,Hope
3843,Tiktok ban agirodrida tiktok madtidrala avr family avrig kushi agirute tumba deena ivr mada nodi sakagitu,Hope
2613,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ,Not-Hope
6573,K G F Ka Baap.......!!,Not-Hope
4517,ಯಾರಾದ್ರೂ ಲಿರಿಕ್ಸ್ ಓದಿದ್ರೆ ಈ ಹಾಡಿನ ಒಳಾರ್ಥ ತಿಳಿಯೋಕೆ ಎಷ್ಟು ಕಷ್ಟ ಇದೆ ಅಂತ ತಿಳಿದಿರುತ್ತೆ...ಅದು ಈ ಹಾಡಿನ twist,Not-Hope
6302,Actually iedu iedu channagirodu,Hope
2772,Tik Tok Ban Madrappa India Dalli,Not-Hope
4383,Yelru onde hindu Muslim anta dived madbedi,Hope
7503,ಎನ್ making ಗುರು,Not-Hope
2862,Super song 🥰🥰,Hope
2023,ಸ್ಯಾಂಡಲ್ ವುಡ್ ನ ಹೊಸ ಅವತಾರnಶ್ರೀ ಮನ್ನಾರಾಯಣ ಯಶಸ್ವಿಯಾಗಲಿnಕಿಚ್ಚ ಸುದೀಪ್ ಸೇನಾ ನಾಲತವಾಡnವಿಜಯಪುರ ಜಿಲ್ಲೆ,Hope
7221,Super Song...,Not-Hope
5455,I have listened 1st time ok ok,Not-Hope
731,Huchha Venkatsene west Indies... Al the best asn...,Not-Hope
5210,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲ್ ಕೊಡೆ,Not-Hope
5810,Movie is ossum,Not-Hope
6347,two dislikes I think it may be rashmika and devarakonda,Not-Hope
3728,No bro y u asking  sorry,Not-Hope
5385,Song starting English quote tegdu kannada dalle iddiddre chennagirtittu,Hope
4654,Hindi me kab release karo ge,Hope
2589,Rakshith is copy paste star full remake madalla alli alli copy madatane,Not-Hope
5841,Vijay prakash sir super voice,Not-Hope
3543,Guru ashwattama na jote Avr Appa kuda bandidru nam urge gottilvaa nimge Krishna kuda sikkiddaa,Not-Hope
5341,Olle msg bro..... Sakath agi helidira.....,Hope
3676,Bindu medam miss youuuuuu,Not-Hope
4841,Yes Nam ura hudgange mosa Madi hodlu ..amele Nam Karnataka kk avmana madidlu avlige yakadru hode ansbeku,Not-Hope
4495,ಎರಡೂ ಮಿಲಿಯನ್ ಆದಮೇಲೆ ಯಾರ್ಯಾರು ನೋಡ್ತಾ ಇದೀರ ಲೈಕ್ ಮಾಡಿ,Not-Hope
3972,ತುಂಬಾ ಗತ್ತು ಇರುವ ಹಾಡು ಇದು.. ಒಂದೆರಡು ಸಲ ಕೇಳಿದ್ರೆ ಈ ಹಾಡಿಗೆ ಅಡಿಕ್ಷನ್ ಆಗೋದೇ.. ಒಂದ್ಸಲ ಕೇಳ್ಬೇಡಿ ಈ ಹಾಡು ಚೆನ್ನಾಗಿದೆ,Hope
1981,Dislikers are not real kannadigas,Not-Hope
571,Ur super sir..but ಒಂದ hit movi kodi sir navu adakoskara kaetidivi....,Not-Hope
4030,Ninige bere kelsa ilvaa madoke,Not-Hope
4508,ಗೊತ್ತಿಲ್ಲ ರಕ್ಷಿತ್ ಶೆಟ್ರು ನಟನೆಗೆ ನಾನು ಫಿದಾ .. ಬಾಸ್ waiting for ಮೂವಿ.... ಚರಿತ್ರೆ ಬರೆಯೋ ಎಲ್ಲ ಲಕ್ಷಣ ಇದೆ.. All The best your bright ಫ್ಯೂಚರ್,Hope
4732,@kiran cg avaru Hyderabad Alli irodu anta heliddu.hyderabad Karnataka region anta helilla,Not-Hope
687,Manju. D. Uttangi,Not-Hope
6562,Hats of Shankar Ashvath Sir.nimma e swabimaanada jeevana Sukakarawaagi Saagali.,Not-Hope
6255,ಬೆಂಕಿ ಗುರು ಸೂಪರ್,Hope
2324,Yavd yavd movie ge hogi dud kharch madidvi...bejaragi hogad bittivi...dia movie mobile li nodid mele theater nali nodbeku anstide...,Not-Hope
875,ನಮ್ಮ ದರ್ಶನ್ ಸರ್ ಪ್ರೆಸ್ ಮೀಟಲ್ಲಿ ಹೇಳಿದರು ಇಂಥ ಸಿನಿಮಾಗಳನ್ನು ನೋಡಬೇಕು ಅಂತ ಕಂಡಿ ವಾಗಿಯೂ ಸಿನಿಮಾ ನೋಡುತ್ತೇವೆ ದರ್ಶನ ಅಣ್ಣ,Hope
442,ಅದ್ಬುತ nಅತ್ಯದ್ಭುತ nಇದ್ ಫಿಲಂ ಅಂದ್ರೇ nಬಟ್ ನಮ್ಮವ್ರು ಗೆಲ್ಲಿಸಲ್ಲಾ,Hope
665,ತೂಗರಿ ತಿಪ್ಪ ಉತ್ತರ ಕರ್ನಾಟಕ ಜಾನಪದ ಹಾಸ್ಯಮಯವಾದ ಕಥೆ ತುಂಬಾ ಅದ್ಬುತವಾದದ್ದು,Hope
5560,Why you only tik tok anno akka sumne erma ni,Not-Hope
52,1999 ರಲ್ಲಿ ನಡೆದ ಘಟನೆಯನ್ನು ಕೇಳಿ ತಿಳಿದು ನೋಡಿ ಅವಗ ನೀಮಗೆ ತಿಳಿಯುತ್ತದೆ ನಮ್ಮ ದೇಶದ ಅಭಿಮಾನ ಆವಾಗ ನೀವು TikTOK  ನ್ನು ಅವಾಗಲೆ ತೆಗೆದು ಹಾಕೂತಿರಿ ಇದು ನನ್ನ ಬಾಲ್ಯದ ನೆನಪು,Not-Hope
7102,Supar sangs ..,Not-Hope
4848,Youtube channel nalli ASN release promos upload madi sir,Not-Hope
6275,Crazy Song one more dance number............nSonge ee rangege ide andre innu movie kelbeka......,Hope
6030,Guru nin super guru osm voice guru nindu,Not-Hope
462,Marketing swalpa bekittu ansutte,Not-Hope
2574,Sir promotions madiii ii sir bereeee language alii kannadada alii yalakadee ilaa andree thumba negative point aguteee dayavittu promotions madiiiii,Not-Hope
3388,@prithvi nayak lo ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ ಬಕೆಟ್ ಹಿಡಿದಿಲ್ಲ ಬಿಡೋ ನಮ್ ಬಾಸ್.... ಸೈಡ್ ಆರ್ಟಿಸ್ಟ್ ಇನ್ ಸೈರಾ &ದಬಾಂಗ್ 3 ಅದ್ರಲ್ಲೂ ಹೆವಿ buildupಲುಚಂದು..... ಸೈಡ್ ರೋಲ್ ಬಾಡಿ ನೇ ಇಲ್ಲಾ ಪೈಲ್ವಾನ್ ಅಂತಾ ಹೆಸರು ಬೇರೆ ಅಸ್ಥಿಪಂಜರ ಅಂತಾ ಹೇಳ್ಬೇಕು.... ಯಾವ್ ಥಿಯೇಟರ್ ಅಲ್ಲೀ ಇಲ್ಲಾ ಗುರು ಪೈಲ್ವಾನ್ 100 ಡೇಸ್ ಕೂಡ ಆಗಿಲ್ಲ utter,Not-Hope
598,ಈ ಟ್ರೈಲರ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಕೆರಿಯರ್ ನ ಬೆಸ್ಟ್ ಟ್ರೈಲರ್ ಒಳ್ಳೆಯದಾಗಲಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಅಪ್ಪು ಬಾಸ್ ಫ್ಯಾನ್ಸ್,Hope
2819,Boss nivu ultimate,Not-Hope
1562,@Reginald Kelly ಲೆ ತುಕಾಲಿ ನಿನ್ನ ಸಂಸ್ಕೃತಿ ತೋರಿಸುತ್ತೆ ನಿನ್ನ ಎಷ್ಟು ಕಚಡ ಅಂತ,Not-Hope
2791,Well said part 2 madu chinna.. chanagide,Not-Hope
1849,Avnige ella language matadoke barutta,Not-Hope
1556,niddeburak thumba ne strong iddane guru,Not-Hope
4581,Super song guru,Not-Hope
3417,@CHNADU Ganeshakar hlo ಹೇಳಪ್ಪ ಇದಿನಿ,Not-Hope
1205,Estella matadonu elli matadodkintta border ge hogi matado maraya,Hope
5329,Lo troll madtadyalla nin us mado mobile ysvdo,Not-Hope
4931,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
5374,ASN release in nKannada-Dec 27nTelugu-Jan 1stnTamil& Malayalam-Jan 3rdnHindi-jan16thnnAstaralli Ella mobile nalli nodi Mugsirtaare aaga release Maadi Aden record Create maadtaro?n300 koti Beku anta Tweet maadidre saaladu ondu cinemana Janagalige Yav reethi Talupisodu anta gottirbeku.... Kurukshetra ide reethi Promotion ilde haalagi hoytu...Innoo idunnoo hange maadtidaare,Hope
7109,I like dis song i not like k .g .f,Not-Hope
1614,Raksihth settru super..............dooper..,Not-Hope
4906,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
4074,ನಮಸ್ಕಾರಗಳು ಗುರುಗಳೇ,Hope
2171,Namma kannada chitra ranga evrge olle avakasha galna kodli antha kelkotini,Hope
1684,Fan war shuru madbeda guru,Not-Hope
4965,Sema Padam nnFantastic making,Not-Hope
4327,Togari tippa super,Hope
2002,le gubad..... likes inda aden sigutto nimgella..... olle bhikshukara thara like maadi like maadi andkondu.....,Not-Hope
3488,Edu public mistake alla bidi evara mistake edu.one week ga 11 films release adre jana yavdanta nododu.Its totally mistake of film makers planning,Not-Hope
3526,Nijana edhu,Not-Hope
7317,ನಾನು ಸುಮಾರು ಈ ಹಾಡನ್ನು ಹದಿನೈದು ಬಾರಿ ನೋಡಿದ್ದೇನೆ ಯಾಕೆ ಗೊತ್ತಿಲ್ಲ ಇನ್ನು ನೋಡಬೇಕು ನೋಡಬೇಕು ಅನಿಸುತ್ತದೆ... ಅದೇತರ ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ಬಾರಿ ನೋಡುತ್ತಲೇ ಇರುವವರು ಲೈಕ್ ಮಾಡಿ,Hope
7493,Yes yes yes🤟,Not-Hope
4021,ಸಾಹಿತ್ಯ ತುಂಬಾ ಚನ್ನಾಗಿದೆ. Dance ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. Bgm ಕೂಡ ಚನ್ನಾಗಿದೆ..,Not-Hope
7033,ಒಂದೊಂದು ಮಾತು ಚಪ್ಪಲಿ  ಹೊಡೆದಂತೆ ಇತ್ತು ಗುರು ಒಬ್ಬೊಬ್ರು ನೋಡಬೇಕಿತ್ತು ಸರ್ ಚೀನಾಗೆ ಹುಟ್ಟಿರುವ ತರಹ ಆಡುತ್ತಾರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಷ್ಟು ಜನ ಸೈನಿಕರು  ಸಾಯ್ತಾರೆ ಅವರಿಗೆ ಏನಾಗಬೇಕು ಟಿಕ್ ಟಾಕ್ ಲೈಕ್ ಬಂದ್ರೆ ಸಾಕು ನನ್ನ ಕಮೆಂಟ್ ಅಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮಿಸಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,Hope
1726,Sir mobile gala bage video madi bro,Not-Hope
5203,@Vishal Shetty BOSS na nodi urkobeku aste yenu nithkolake agalla,Not-Hope
1921,ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು,Hope
3555,Sathya na guru??,Not-Hope
3299,Tamil telugu and malayalam song galalli  rakshith and yash avarige compare madidira,Not-Hope
1224,Bro e tiktok madovrna modlu thuldu sayisbeku ...nBari bildup kodo sedegale erodu bvrc galu,Not-Hope
2223,@Troll Stupid Fans ley gaandu soole magane modlu ninnathra adu idiya antha nodkolo hodiyoke bandu hodsokondanthu hogthiya,Not-Hope
337,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ nಶುಭ ಆರೈಕೆ,Hope
6947,ಏನು ಗುರು ನೀನು .... ಹಾಲಿವುಡ್ ಫಿಲ್ಮ್ ಥರ ಮಾಡಿರ .... ನಿಮ್ಗೆ ಒಂದ್ ಸಲಾಂ,Not-Hope
7231,Superr bhaii songs,Not-Hope
267,Yudda madabeku oda baradu katukaramunde bagavatgeete fire,Hope
5118,ಸುಂದರವಾದ ಹಾಸ್ಯ ಕಥೆ,Not-Hope
1762,ಚೀನಾದ ಭವಿಷ್ಯ ಕ್ಕಾಗಿ ಸ್ಥಿರ ಆಡಳಿತಕ್ಕಾಗಿ ಜಿನ್ ಪಿಂಗ್ ರನ್ನು ಜೀವಮಾನದ ವರೆಗೆ ಅಧ್ಯಕ್ಷ ರಾಗಿ ಆಯ್ಕೆ ಆಗಿದ್ದಾರೆ. ಆದರೆ ಭಾರತ ದಲ್ಲಿ ಪ್ರತಿ ವರ್ಷ ಒಂದಿಲ್ಲೊಂದು ಚುನಾವಣೆ ಗಳು ಇರ್ತಾವೆ ಈ election ಗೆಲ್ಲೊಕೇ ಹೊಲಸು ರಾಜಕೀಯ ನಾಯಕರ ( ಹಂದಿಗಳು)  ಹರಾಚಾಟ ಜಾತಿ ಧರ್ಮ ಬ್ರಷ್ಟಾಚಾರ ಅಧಿಕಾರ ದಾಹ  ಸುಳ್ಳುಗಳು ಕೆಸರು ಎರೆಚಾಟ ಇಂತ ಹೊಲಸು ರಾಜಕೀಯ ವನ್ನೇ 24*7 ಬ್ರೇಕಿಂಗ್ ನ್ಯೂಸ್ ಆಗಿ ತೋರಿಸೋ ಮೂರು ಬಿಟ್ಟು ಬಾಯಿ ಬಡುಕೊಳ್ಳೋ news ಚಾನೆಲ್ ಗಳು..... ಇದು ನಮ್ ಗೋಳು ಗಳು nಇದರ ಮಧ್ಯ ಜನ ಸಮಾನ್ಯನಿಗೆ ಶಿಕ್ಷಣ ಆರೋಗ್ಯ ಉದ್ಯೋಗ ಒಳ್ಳೆ ಪರಿಸರ ಬರಿ ಕನಸು.... nಇನ್ನೂ social ಮಿಡಿಯಾ ದಲ್ಲಿ ಭಾರತ ವಿಶ್ವ ಗುರು,Hope
7051,I never expect a Kannadiga troll like. I am Impressed so I liked it. Keep rocking. jai hind jai karnataka,Hope
4135,ಸರಿಯಾದ planning ಇರಬೇಕು. ನಮ್ಮ ರಾಜ್ಯದವರು  Business ನಲ್ಲಿ improve ಆಗ್ಬೇಕು.,Not-Hope
7563,Dislike madiroru kgf fans ..,Not-Hope
6058,Supr bro aadhh yen kannadaa aaadhh yen punch waaaaa supr bro,Hope
7088,ಸರ್ ಹಿಂದಿ song ಬೇಗ ಬಿಡಿ,Not-Hope
4179,your grat  sar.  Aldha best,Not-Hope
702,Ajanish Loknath en music kottiddiya ಗುರು ಚಿಂದಿ,Hope
5063,sanjukuamar chatnale ಲಷಣ,Not-Hope
821,Cinema sakkathagide guru,Not-Hope
4989,ತುಂಬಾ ಹಾಸ್ಯಮಯವಾಗಿದೆ. ಅತ್ತೆ ಮನೆಯಲ್ಲಿನ ಹುಗ್ಗಿ ಉಣ್ಣುವ ಪ್ರಸಂಗ ತುಂಬಾ ನಗು ತರಿಸಿತು.,Not-Hope
105,Just wow,Not-Hope
2429,ನಾರಾಯಣ ಬಂದ ದಾರಿ ಬಿಡಿ,Not-Hope
6364,@prithvi nayak nin Amman thullu sulemagne gaandu,Not-Hope
364,@Revan kumar khare heldi🤣,Not-Hope
2681,ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Hope
5100,ಬಸವರಾಜ ಕೆಂಚರಡ್ಡಿ super,Hope
1569,Yav movie remake hethidira sir,Not-Hope
2582,Dislike madiroeu pakka Hollywood heroine fans,Not-Hope
1624,@Royal Rumble story ge ee song relevantag idya...nEe song bekagitta anta...,Not-Hope
5333,Genuine information nimdhu,Hope
4155,@syed Noor Noori sdi ಧನ್ಯವಾದಗಳು,Not-Hope
2500,Movie release aadmele matte pickup aaguthe,Not-Hope
4974,Nice super ತೊಗರಿ ತಿಪ್ಪ,Hope
4794,ರಾಬರ್ಟ್ ಫಸ್ಟ್ ಲುಕ್  ನೋಡಿದ್ದೀರಾ ಲೈಕ್ ಮಾಡಿ,Not-Hope
5854,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
6580,Telugu comments copy madbutta 🤦‍,Not-Hope
3836,Guru nin voice en guru adu ha ha bombat__ series agi ond heltini nanage enadru nim videos inda nakku nakku hotte novu bandre neeve javabdari helidini,Hope
5625,@king k ....ಎಲ್ಲಾ ರಾಜಕಾರಣಿಗಳು ಕಳ್ಳರೆ.... ಇದ್ದುದರಲ್ಲಿ ಬಿಜೆಪಿ ಯವರು ಕಡಿಮೆ ಕಳ್ಳರು....,Not-Hope
5627,@king k ...ಕರ್ನಾಟಕದಲ್ಲಿ ಅತ್ಯಂತ ಭ್ರಷ್ಟರು ಅಂದ್ರೆ ಜೆಡಿಸ್...ಮತ್ತು ಕಾಂಗ್ರೆಸ್.....ಇವರು ನಿಪುಣರು ...ಹಾಗಾಗಿ ಇವರು ತಪ್ಪಿಸಿಕೊಳ್ತಾರೆ......ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳದೆ ಮಾತಾಡಬೇಡ.....,Not-Hope
2330,Adhi... Sprb acting. Olle avakashagalu sigli nimge. Idi team gu olled agli,Not-Hope
5103,Super Comedy togari tippa,Not-Hope
4278,ತೊಗರಿ ತಿಪ್ಪ ಸ್ಟೋರಿ ಹಿಂದೆ ಟೇಪ್ ರೆಕಾರ್ಡನಲ್ಲಿ ಕ್ಯಾಸೆಟ್ ಹಾಕಿ ಕೇಳಿದ ನೆನಪನ್ನು ಮರುಕಳಿಸಿದ ಅಶ್ವೀನಿ ಆಡಿಯೋದವರಿಗೆ ಧನ್ಯವಾದಗಳು...,Hope
